actual_price,nn_pred,xgb_pred
3.0,3.0611868,2.95368
3.0,3.3045354,2.994233
2.0,2.6646585,2.0245647
3.75,4.3059435,3.8073578
3.0,3.096564,2.960461
3.75,3.690007,3.7270782
3.0,3.233863,2.9477835
2.5,2.9616833,2.5340493
3.75,4.3801584,3.8074677
4.75,4.551959,4.691975
0.8,0.9772693,0.8041432
3.5,3.5895584,3.4881651
0.8,0.98518395,0.80516833
3.0,3.139122,2.9709263
3.25,3.5353057,3.2774084
4.25,4.1117716,4.2010407
3.5,3.6223297,3.4461205
3.5,3.881921,3.5618267
2.5,2.9593482,2.5419436
2.5,3.0036225,2.5576417
2.5,3.1246161,2.5437799
3.0,3.2411995,2.948241
3.1,3.4075952,3.1008449
2.2,3.080409,2.241374
2.5,3.1678104,2.5417292
3.0,3.1496673,2.9703915
3.75,3.7339823,3.681663
0.8,0.97592163,0.8036213
2.2,2.8236382,2.231433
2.45,2.9909315,2.5130188
3.0,3.293399,2.994233
3.5,3.6139119,3.4448903
2.5,3.1681008,2.5437799
3.75,3.7101417,3.6812046
2.2,3.0745442,2.241374
3.0,3.2152715,2.948241
3.75,4.302335,3.8057485
3.25,3.544895,3.2626033
2.0,2.652876,2.0259223
2.2,2.813017,2.2299645
2.5,3.0906186,2.5678174
0.8,0.9825593,0.8040373
2.5,2.8864238,2.509472
0.8,0.9824805,0.80357826
3.0,3.1494455,2.97099
3.75,4.112561,3.7804694
4.0,3.731723,3.9193518
2.5,2.938294,2.53879
2.5,3.0133734,2.5569994
3.0,3.5588324,3.0236044
2.5,3.0762503,2.567816
3.75,4.1148157,3.7804694
3.5,3.640429,3.5487313
3.0,3.06673,2.9754167
3.5,3.553305,3.4818852
3.5,3.4628909,3.4411137
3.25,3.5524235,3.244779
3.75,4.06409,3.786021
3.0,3.5887287,3.0251803
3.0,3.2003407,2.964046
2.5,3.0867562,2.5613854
2.5,3.178804,2.5410001
3.75,4.299675,3.8082995
2.65,3.0228498,2.7461045
3.75,3.7176292,3.7275443
3.0,3.3129292,2.9954002
3.0,3.205031,2.9650517
3.0,2.6187236,2.8672223
2.5,2.9582539,2.5108445
4.25,4.129488,4.200648
3.25,3.5516284,3.2413118
2.2,2.838354,2.231974
3.25,3.575946,3.308576
3.0,3.376255,2.9901938
2.5,3.0138397,2.556811
6.4,11.725573,6.4669833
3.5,3.5546722,3.479135
3.75,3.7113163,3.7632315
3.75,3.7389476,3.6814005
2.5,3.0161762,2.5571792
2.5,3.1815128,2.5409389
3.75,3.7093213,3.7322915
3.0,3.0665612,2.9741867
3.0,3.0661058,2.9727805
3.75,3.7598584,3.7632315
3.0,3.2847092,2.9893107
3.0,3.0612788,2.9754167
3.1,3.0136135,3.0535529
3.75,4.2998147,3.813275
2.2,3.07489,2.240144
0.8,0.98087335,0.8041432
3.0,3.201317,2.9481857
3.0,3.6841748,3.0251803
0.8,0.97334194,0.8035693
3.5,3.6109216,3.472513
3.5,3.5609772,3.4798772
3.0,3.646233,3.0251803
2.5,2.9700518,2.5083966
2.5,3.0834846,2.5679417
3.5,3.8436828,3.56167
4.25,4.2092686,4.187941
3.0,3.1486776,2.9709263
0.8,0.9717982,0.80405474
0.8,0.9936786,0.80516833
2.5,3.0716608,2.567816
3.75,3.6750262,3.7628388
3.75,3.726217,3.7628388
4.25,4.120615,4.1970277
2.1,2.6319087,2.5415533
0.8,0.98806155,0.7987826
0.8,0.9914348,0.8042575
3.25,3.5631127,3.2406228
3.0,3.0865097,2.9517193
3.5,3.5963495,3.4461205
3.75,4.033269,3.753883
3.0,3.0624645,2.9322574
3.75,3.772693,3.729291
3.5,3.909721,3.56362
3.0,3.0589771,2.9741867
4.5,4.3329754,4.471708
2.5,2.9265795,2.532428
3.75,4.033779,3.7497187
2.5,2.9634457,2.5108445
3.75,4.060401,3.7864137
2.2,2.8139346,2.231433
9.25,9.710112,9.220764
4.5,3.9945552,4.489664
2.45,2.9501698,2.5134223
3.0,3.091985,2.9554152
4.5,4.410654,4.446792
2.5,3.0856917,2.559236
2.5,2.9637709,2.5108445
10.0,10.383815,9.958092
3.0,2.5958505,2.789372
2.5,2.9336681,2.5083966
2.5,3.0766854,2.5589921
2.2,2.875301,2.231433
2.45,2.9158926,2.5136182
3.25,3.5569527,3.3080714
3.5,3.8322506,3.562
2.5,2.977282,2.507822
2.2,2.821289,2.231433
2.5,3.0266027,2.5556161
3.25,3.5836487,3.31456
3.0,3.572519,3.0251803
2.0,2.6810071,2.0217488
2.2,2.8223503,2.231433
3.1,3.0136135,3.054376
4.5,4.341954,4.505336
3.0,3.1726909,2.9703915
2.65,3.5391557,3.203017
3.5,3.8324795,3.5655117
2.1,2.6400275,2.6557372
2.45,2.9176793,2.5133283
3.75,4.0409546,3.7732828
3.5,3.5866706,3.4461205
2.5,3.0627153,2.5673032
3.5,3.6316593,3.47096
2.2,2.8328614,2.231974
3.75,4.0178146,3.766728
3.75,4.3620043,3.8096924
3.25,3.5438468,3.2688982
2.0,2.664101,2.0271523
4.5,4.2202373,4.467911
3.0,2.5755112,2.7642965
3.25,3.5582716,3.262532
3.75,3.7115953,3.7397883
2.45,2.9594793,2.5138807
0.8,0.9765562,0.7981949
28.0,21.474546,22.621939
3.0,3.0848312,2.9328873
3.0,3.202578,2.9475005
3.1,3.372786,3.1003788
3.25,3.560807,3.2646646
4.75,4.4983196,4.6878033
3.0,3.189083,2.9623034
3.0,3.1506405,2.9650517
3.0,3.135332,2.9584727
3.0,3.2071478,2.9966562
2.5,3.2128181,2.5437799
2.5,3.075095,2.5677607
3.0,3.3773134,3.0584881
2.5,3.0556664,2.5099986
3.5,3.5538514,3.4836829
3.75,3.7275238,3.6812975
3.0,3.0817504,2.9560864
3.5,4.1321554,3.563845
3.5,3.618241,3.5567133
2.0,2.68346,2.0218124
2.2,3.0686827,2.241374
3.1,3.0136135,3.0523944
2.0,2.6842551,2.0218124
0.8,1.006743,0.80410784
3.0,3.2306497,2.9477282
3.75,4.071258,3.786021
3.1,3.2986727,3.101941
3.75,4.403553,3.7997289
15.0,18.486702,15.055068
3.75,3.7507548,3.7273488
0.8,0.98198175,0.7962848
3.75,3.7529874,3.681573
3.1,3.0136135,3.0535529
4.5,4.298641,4.470385
3.1,3.423636,3.1008313
3.25,3.5368812,3.2659452
3.75,4.3677855,3.8091226
3.0,3.4031172,3.0618005
3.75,3.7146504,3.6814005
2.5,2.9063017,2.5071583
3.0,3.2104437,2.9606905
2.5,2.9345222,2.542592
3.75,3.7192125,3.6820154
4.75,4.508486,4.693894
4.5,4.4157085,4.4426203
2.0,2.592719,2.0259223
2.1,2.5994248,2.549351
3.75,4.0435066,3.7674468
3.75,3.747933,3.7270603
3.75,3.7824142,3.6820943
3.5,3.6269891,3.47096
2.1,2.6389878,2.5256317
2.5,3.0701752,2.559375
2.5,2.9467256,2.5083966
3.0,3.195823,2.9629924
0.8,0.9862385,0.8037572
2.0,2.6341734,2.0259223
3.0,2.6342988,2.648618
3.0,3.4324594,3.0579169
2.5,2.948341,2.5108445
14.0,13.51738,13.940674
19.75,33.259212,20.01666
4.25,4.113735,4.1964564
3.0,3.1470451,2.9709263
2.5,3.083068,2.5582907
3.75,4.042324,3.753883
3.0,3.182576,2.962551
3.0,3.139892,2.9703915
2.0,2.6715946,2.0218124
3.0,3.1507177,2.9703915
3.0,3.0957165,2.9727805
3.1,3.312183,3.1013262
3.75,3.7081077,3.7240696
4.25,4.220454,4.1976256
3.0,3.2288666,2.9636333
0.8,0.98181,0.8052217
3.5,3.6241686,3.4461205
3.25,3.58693,3.3050852
2.55,3.0136135,2.6170678
10.95,9.941641,10.840151
3.0,3.2723572,2.9901938
3.1,3.3743663,3.1017992
2.5,2.9413812,2.542401
3.25,3.251248,3.2583764
3.5,3.5527995,3.4798436
3.5,3.5633452,3.4800205
3.0,3.1439114,2.9660187
3.0,3.0659072,2.9328873
3.75,4.003808,3.7638538
4.25,4.0678864,4.195586
3.5,3.6052861,3.4448903
3.75,3.7595313,3.7266402
2.5,3.0705256,2.5623174
7.6,8.371913,7.60466
3.0,3.082695,2.9508364
3.0,3.1890402,2.9645941
3.75,3.7285635,3.7264037
3.75,3.893379,3.7638538
3.0,3.2096052,2.9602487
2.45,3.1312692,2.5130568
3.1,3.0136135,3.048765
4.5,4.423174,4.4429455
4.25,4.238179,4.187941
2.5,3.1361895,2.541455
3.0,3.4227962,3.0584881
3.0,3.2585578,2.9893107
3.25,3.5674727,3.2419004
4.25,4.2338753,4.187941
3.75,4.300618,3.8129475
3.75,4.0655556,3.780946
2.5,2.9823842,2.5083966
3.75,4.0478077,3.768969
3.0,3.2380471,2.948241
3.0,3.182271,2.9454467
3.75,3.7741404,3.738825
3.0,3.2396038,2.9966562
3.5,3.8894086,3.5645506
2.5,3.0098438,2.55614
2.5,2.9714453,2.542401
0.8,0.9983845,0.8041068
2.5,2.923383,2.5367115
4.0,3.7027335,3.923318
3.0,3.0713892,2.9623725
3.0,3.3754046,3.0570476
3.75,4.11561,3.7800767
2.5,3.040086,2.5541918
3.0,3.1499593,2.97099
2.0,2.7069128,2.0218124
4.0,3.6774848,3.9190733
4.75,4.4881344,4.691645
2.5,3.5817294,2.5624804
3.75,4.071434,3.7815173
3.75,4.315419,3.801644
4.25,4.200885,4.1972327
3.0,3.2183156,2.9477835
2.5,2.9470885,2.5083966
2.5,3.0755167,2.5610287
3.0,3.2800086,2.994233
3.0,3.3317447,2.9893107
2.5,2.9438138,2.509472
3.0,3.327585,2.9901938
2.0,2.6769989,2.0218124
3.75,3.957776,3.7736754
2.0,2.6158588,2.0259223
0.8,0.9732815,0.80378854
2.5,2.9585726,2.5108445
2.55,3.0136135,2.616613
3.0,3.263594,2.9907348
0.8,0.995271,0.80516833
2.5,3.0566053,2.5092754
3.0,3.2675636,2.9959803
2.0,2.7129228,2.021214
0.8,0.99091923,0.8035693
2.45,2.9097652,2.5136182
3.1,3.0136135,3.0511072
2.5,3.0694833,2.5677607
2.5,2.984738,2.5553093
2.5,3.1534085,2.5422857
3.0,3.5393577,3.0621932
3.5,3.590833,3.4715009
3.0,3.18266,2.9966562
2.2,2.7781801,2.2299645
2.5,2.947701,2.5446675
3.5,3.6645272,3.472513
4.25,4.228767,4.18737
3.0,3.2567315,2.9898517
3.5,3.6102147,3.487643
3.75,3.6773686,3.7305787
2.65,3.547691,3.2055871
2.5,3.0931919,2.579422
2.0,2.6887295,2.021214
2.2,2.8144956,2.2299645
2.5,2.9923718,2.5108445
2.2,2.7977195,2.2305055
3.75,3.7180603,3.7244499
2.2,2.820871,2.231433
0.8,0.98741734,0.8041432
2.2,2.8514442,2.231974
3.5,3.621259,3.5516255
3.25,3.576062,3.3061604
4.25,4.2999907,4.1868925
4.0,3.6537027,3.9250064
3.0,3.2245913,2.948241
3.0,3.0756774,2.9531927
2.5,3.1037755,2.541078
13.33,10.3668995,13.267811
3.25,3.5220592,3.203489
3.0,3.424575,3.0574403
0.8,0.9736906,0.7957806
2.45,2.9621086,2.5145679
4.5,4.413839,4.4455967
3.0,3.3530753,2.9901938
3.1,3.3256333,3.1013262
3.0,3.0717945,2.9331336
3.25,3.5937111,3.302858
3.0,3.1104329,2.9581518
3.75,4.0562916,3.7815173
2.5,2.9366055,2.5083966
3.5,3.6191084,3.4461205
3.0,2.981995,2.9420085
2.5,2.9801726,2.509472
3.0,3.1428928,2.97099
3.5,3.975687,3.564215
2.2,2.797258,2.231433
3.0,3.1614392,2.9703915
4.5,4.3462877,4.5037637
3.5,3.6519976,3.472513
3.5,3.6513605,3.472513
2.5,2.935178,2.5364463
2.5,2.9558966,2.5083966
3.0,3.1474464,2.964046
3.0,3.082128,2.9545846
2.5,2.96301,2.5373058
3.75,3.7242236,3.7236097
3.0,3.0810719,2.9545846
3.0,3.5690794,3.0251803
3.75,3.7102442,3.7287307
2.5,3.157185,2.5409389
4.75,4.600669,4.691975
3.0,3.491358,3.0570476
2.5,3.1545384,2.5429568
3.0,3.269103,2.9907348
2.0,2.664091,2.0271523
3.0,3.0633287,2.9328873
2.55,3.0136135,2.6118574
3.5,3.6218774,3.5467114
3.0,3.2064714,2.9637988
3.75,3.9565094,3.7736754
2.5,2.9214406,2.5365803
2.45,3.0019565,2.5130568
4.25,4.1245375,4.200648
0.8,0.9859226,0.8041432
4.0,2.9428673,3.924141
7.6,7.7530107,7.604999
4.5,4.4022255,4.44559
3.0,3.092547,2.9703915
3.0,3.0861466,2.95897
2.2,3.032735,2.231974
4.75,4.505634,4.6894064
3.1,3.0136135,3.0536492
0.8,0.95961297,0.80360067
3.0,3.0760322,2.9569094
4.25,4.1109133,4.1964564
3.75,3.7248073,3.7237651
4.25,4.22244,4.1976256
3.5,3.5640032,3.4793885
2.45,2.9398665,2.5141702
4.25,4.1090727,4.2010407
4.5,4.187384,4.476691
0.8,0.9866848,0.8037572
3.1,3.4126449,3.1016688
3.25,3.5169065,3.2727196
3.0,3.2372193,2.948241
2.5,3.1385663,2.5429568
2.5,2.917933,2.5083966
4.5,4.325159,4.469757
0.8,0.9853119,0.80516833
3.5,3.6101265,3.552977
4.0,3.7030416,3.923318
3.75,3.6876137,3.7262485
3.5,3.6263704,3.572027
3.25,3.5364242,3.203706
2.5,3.053176,2.56074
3.5,3.5924754,3.473054
2.0,2.6378913,2.0271523
3.75,3.5978467,3.7211921
3.0,3.075121,2.9557095
2.5,3.0941956,2.5437875
3.0,3.2683058,2.9612532
3.1,3.3142393,3.1015787
3.0,3.0969024,2.961947
3.0,3.2024534,2.9645941
2.2,2.801872,2.2299645
3.5,3.580983,3.4822762
3.25,3.5169113,3.2071311
4.5,4.4096766,4.435073
3.0,3.176856,2.9622428
2.5,2.899946,2.5083966
2.5,3.0791657,2.5674841
15.0,19.244377,15.08686
3.1,3.0136135,3.0535529
2.45,2.9747546,2.5130568
3.1,3.3811011,3.099795
3.5,3.8535922,3.5606072
3.75,4.0392113,3.7674468
3.5,3.6096723,3.558458
0.8,1.0085943,0.80410784
3.0,3.0741272,2.9333446
10.0,11.016443,10.013527
2.5,3.073587,2.5620804
3.5,3.5860677,3.442486
2.5,3.0111198,2.55614
3.0,3.2938883,2.9907348
3.0,3.203327,2.9481857
4.25,4.179852,4.1972327
3.0,3.188706,2.9622226
2.5,2.9749393,2.5092754
2.0,2.680255,2.0218124
4.75,4.499629,4.692071
3.25,3.548636,3.270176
2.5,2.910675,2.5377707
3.75,3.9101849,3.7632825
2.0,2.6506488,2.0218124
3.75,4.0599585,3.780946
3.75,4.32867,3.8090546
0.8,0.98199785,0.8052217
3.0,3.2083647,2.9605267
3.0,2.5815384,2.93268
3.0,3.1833134,2.9631996
2.5,3.0327213,2.555714
2.45,2.9498394,2.5134223
3.0,3.2807627,2.9628615
2.5,2.9712038,2.542401
2.5,2.9469585,2.542401
2.5,3.0250134,2.557634
3.25,3.5807855,3.310263
4.5,4.4325333,4.446462
0.8,0.986246,0.80516833
3.1,3.3502705,3.1020372
3.0,3.3141375,2.9901938
3.5,3.6119301,3.4461205
4.25,4.1130495,4.2010407
4.75,4.495214,4.687797
2.45,2.9414473,2.5138807
4.5,4.45232,4.4420857
2.2,2.8304806,2.231433
2.5,3.0257561,2.5556161
22.5,20.086071,22.297039
3.0,3.1730816,2.9491005
2.5,3.0912638,2.561233
2.5,2.9988174,2.5099986
2.5,3.0142121,2.5553093
3.25,3.586576,3.3040442
3.0,3.0634007,2.9727805
3.1,3.3664238,3.1016688
3.75,4.05521,3.7815173
22.5,21.087824,22.07005
0.8,1.0098106,0.80516833
3.75,3.719805,3.7383277
0.8,1.0026534,0.8041432
2.5,3.1215663,2.5431945
3.25,3.5431798,3.2439954
3.0,3.0655036,2.9727805
4.75,4.562786,4.6879597
2.5,3.1364257,2.5428789
2.5,2.9372802,2.5099986
3.5,3.5423305,3.442486
3.0,3.102696,2.9561827
3.1,3.374917,3.1017992
2.2,3.0313098,2.231974
3.0,3.0672393,2.952602
2.45,2.9474354,2.514249
3.1,3.0136135,3.0567827
0.8,0.97555447,0.80332196
2.2,2.812982,2.231433
3.75,4.381031,3.8095963
2.5,3.0837116,2.562491
2.65,3.543155,3.206442
3.25,3.5932593,3.302761
3.0,3.3797338,3.0574403
3.0,3.2127392,2.9481857
2.2,2.806532,2.2305055
3.5,3.55706,3.5012085
3.0,3.1875656,2.9645941
2.5,2.9323454,2.5083966
3.0,3.2670765,2.9907348
2.2,3.0819707,2.2381716
2.2,3.0681708,2.241374
3.0,3.0964994,2.9554152
2.1,2.6256204,2.8785605
2.5,3.0165148,2.5572572
2.55,3.0136135,2.6150498
3.0,4.08352,3.0574403
2.0,2.6827037,2.021214
2.2,2.8080807,2.231974
4.75,4.4843946,4.69806
3.0,3.2096167,2.96234
3.0,3.071416,2.9324298
4.5,4.43021,4.4424467
3.0,3.2022908,2.9448996
3.0,3.2443156,2.9622598
2.2,2.8299458,2.231433
3.75,4.058193,3.7864137
2.5,2.9820201,2.5381289
3.0,3.0830622,2.9540684
3.0,3.0738184,2.9329426
4.0,3.7046485,3.9272468
4.5,4.3994646,4.441659
3.5,3.9004204,3.5659378
2.2,3.0822573,2.2381716
3.0,2.6103206,2.673525
2.55,3.0136135,2.6178985
0.8,0.9685526,0.7997503
2.0,2.6335711,2.0245647
3.0,3.2417574,2.9959803
3.75,3.6980193,3.681663
3.75,3.7321463,3.680839
3.5,3.559043,3.4448903
4.25,4.2387705,4.187941
3.1,3.0136135,3.054376
2.0,2.705266,2.0218124
2.45,2.945001,2.514249
3.5,3.615081,3.5695806
3.5,3.6190536,3.5523157
2.5,3.1376834,2.541455
3.75,4.110465,3.7804694
2.5,3.007678,2.5553093
2.5,3.000742,2.5092754
3.0,3.0713744,2.932485
3.0,3.0903685,2.9526517
2.0,2.697123,2.0218124
3.0,3.3465521,2.994233
4.25,4.240626,4.18737
7.6,7.960293,7.6047053
2.55,3.0136135,2.6159341
3.0,3.6277535,3.0251803
2.5,3.0627701,2.567816
2.0,2.6569872,2.0245647
2.0,2.6909332,2.0217488
2.5,2.9370852,2.5419436
2.5,2.9850073,2.5423458
3.1,3.3790712,3.1012473
2.5,2.9453344,2.5363948
2.5,3.1410887,2.5409389
3.0,3.24963,2.948241
3.5,3.5572655,3.442486
3.75,4.304654,3.8082995
4.0,3.7368915,3.9227726
2.45,2.9541204,2.5138807
2.0,2.676046,2.0218124
3.75,3.7183096,3.7338881
4.0,3.603167,3.921816
2.2,3.0846927,2.2381716
2.0,2.658689,2.0271523
10.0,11.051803,9.999427
3.25,3.5831897,3.3094563
3.75,4.0574284,3.7864137
2.5,3.0127988,2.5544162
3.0,3.1985173,2.9645941
3.25,3.5542076,3.2425895
3.1,3.4305716,3.1018622
2.0,2.6199346,2.0271523
9.5,10.140397,9.480421
3.0,3.0684123,2.9565325
3.75,4.0425844,3.7489262
4.25,4.195302,4.1972327
3.75,4.064502,3.7787042
3.5,3.663166,3.472513
3.5,3.5214427,3.4448903
4.0,3.6671453,3.921816
2.55,3.0136135,2.6170678
3.0,3.21825,2.9624946
2.5,3.1740463,2.5422857
2.5,2.9699445,2.537452
3.0,3.1579869,2.97099
2.5,3.0146432,2.555763
4.25,4.231949,4.187941
2.55,3.0136135,2.6175215
2.5,3.0374665,2.555714
3.0,3.438509,3.0574403
3.25,3.5518196,3.2411168
3.0,3.0626254,2.9329426
3.75,4.0694523,3.7801447
2.5,3.165317,2.5410001
2.5,3.062316,2.5671308
3.0,2.5790687,2.6454513
4.75,4.4480534,4.689978
3.5,3.5519702,3.4839242
2.0,2.6157265,2.0271523
2.45,2.9282537,2.5133283
2.2,3.0731273,2.241374
2.5,3.0795662,2.5616696
2.0,2.6670551,2.021214
4.5,4.4293594,4.4432735
3.75,3.7672179,3.7263138
3.5,3.5495653,3.4785364
4.25,4.2329416,4.18737
3.0,3.396755,3.0574403
4.0,3.6618493,3.924141
